applet_name,applet_description,applet_Trigger,applet_Action,applet_TD,applet_AD,applet_number
Send email if stock suddenly drops,Send email if stock suddenly drops,Today's price drops by percentage,Send an email,/finance,/gmail,4
MS Closing Price,sends the closing price of MS,Price at close,Send an SMS,/finance,/android_messages,3
Add stock prices to my business blog,Add stock prices to my business blog,Price at close,Create a post,/finance,/blogger,4
GLOB on the Rise!,Blink lights whet GLOB stock rises.,Today's price rises by percentage,Blink lights,/finance,/hue,2
Track your Portfolio in a Spreadsheet,Turn this recipe on to track a stock's rise (and hopefully not fall!) in Google Drive,Price at close,Add row to spreadsheet,/finance,/google_sheets,86
Monitor stock prices with Das Keyboard,Get a signal on your Das Keyboard at the end of the day indicating the market closing price of a specified stock.,Price at close,Create a Signal for Q Device (one zone),/finance,/daskeyboardq,14
Stock Price Increase Sends Custom Sound,Track your securities' bullish performance with personalized notification sounds that you choose or record.,Today's price rises by percentage,Send Vyb,/finance,/vybit,1
Stock Price Decrease Sends Custom Sound,"Track your securities' bearish performance with customized sound notifications, e.g., a crying baby means Telsa had a bad day and a howling wolf means Amazon tanked. You choose or record the sounds!",Today's price drops by percentage,Send Vyb,/finance,/vybit,
If $UA pops 15% ... mark date on Calendar,If $UA pops 15% ... mark date on Calendar,Today's price rises by percentage,Quick add event,/finance,/google_calendar,
Display Apple stock price on LaMetric TIME,Display Apple stock price on LaMetric TIME,Price at close,Update Indicator App,/finance,/lametric,8
Let a friend know when to buy a certain stock,Let a friend know when to buy a certain stock,Price drops below,Send an email,/finance,/gmail,4
"If the price is right, remind me to buy stock","If the price is right, remind me to buy stock",Price drops below,Add a task,/finance,/toodledo,11
Save if your investments are bringing you down,Stocks not doing so hot? Put a little cash in the bank! Make a transfer if your stocks drop by a certain percentage.,Today's price drops by percentage,Save toward a goal,/finance,/qapital,60
Daily USD-PHP exchange rate notification+tweet,Simply change Input Currency and tmp Currency in the settings to receive customized daily exchange rates through notification and a post to your Twitter timeline.,Today's exchange rate report,Post a tweet,/finance,/twitter,6
Get notified if currency rate rises above price,"You can get notified by email, if the currency rate rises above a point",Price rises above,Send me an email,/finance,/email,62
Share a stock's closing price to a Telegram chat,Automatically post updates about the closing price of your selected stock to a Telegram group or channel.,Price at close,Send message,/finance,/telegram,
Get a stocks closing price pushed to Flapz Board,"Every time the market closes, you get the closing price for a stock ticker pushed to your Flapz Board",Price at close,Update All Flapz Board Rows,/finance,/flapz_board,5
"If a stock drops below a set price, buy or sell it.","If a stock drops below a set price, buy or sell it!",Price drops below,Place Market Order,/finance,/alpaca,13
"If a particular stock is down 5%, send me an email!","If a particular stock is down 5%, send me an email!",Today's price drops by percentage,Send me an email,/finance,/email,366
Change the light to green if stock price rises enough,This will automatically change the WiZ light(s) of your choice to green if the price of the stock you selected rises by more than a certain percentage compared to the last closing price. (Only for WiZ Colors lights),Today's price rises by percentage,Turn on / change light mode,/finance,/wiz,44
Change the light to red if stock price drops too much,This will automatically change the WiZ light(s) of your choice to red whenever the price of the stock you have selected falls by more than a certain percentage compared to the previous closing price. (Only for WiZ Colors lights),Today's price drops by percentage,Turn on / change light mode,/finance,/wiz,24
