applet_name,applet_description,applet_Trigger,applet_Action,applet_TD,applet_AD,applet_number
Automatically share your new videos to a Facebook Page and Twitter,Rack up the views! This Applet automatically shares the link and title of your new public videos to your Facebook Page and Twitter.,New public video uploaded by you,Post a tweet,/youtube,/twitter,1.8k
Automatically post about your latest Instagram video on your Facebook Page,"This Applet does not post your actual video to a Facebook Page. Instead, it posts a screenshot of your video to your photos album and includes a link to the video as a caption.",Any new video by you,Upload a photo from URL,/instagram,/facebook_pages,768
"""Have a nice week-end"" post for Facebook Page","""Have a nice week-end"" post for Facebook Page",Every day of the week at,Create a status message,/date_and_time,/facebook_pages,2.6k
New Tweet/Pic from Twitter goes to your Facebook Page.,For those who want to directly send the images they post on Twitter to their Facebook page :),New tweet by you,Upload a photo from URL,/twitter,/facebook_pages,6.4k
YouTube video social sharing,Share your latest YouTube video across your social channels.,New public video uploaded by you,Post a message to a channel,/youtube,/discord,89
Automatically post on Twitter and your Facebook Page when you start a Twitch stream,"Give the people what they want: make sure your social media followers never miss a stream. This Applet will automatically post this message on Twitter and your official Facebook Page when you start a stream:
""I'm now streaming on Twitch! Playing [Game name]"" + a link to your Twitch channel",New stream started by you,Create a link post,/twitch,/facebook_pages,605
internet marketing,online jobs,New public video uploaded by you,Upload a photo from URL,/youtube,/facebook_pages,48
If fb photo then blog photo post,If fb photo then blog photo post,New photo upload on page,Create a photo post,/facebook_pages,/blogger,17
Post BrainyQuote's quote of the day as a status message on your page,Share the wisdom of the world with your Facebook community on the daily. This Applet will take the QOTD and post it as a status (with a link to the quote and the source).,Today's Quote,Create a link post,/brainyquote,/facebook_pages,277
Post daily Weather report with image to facebook page.,Add a great good morning message with the weather report for today on your Facebook page.,Today's weather report,Upload a photo from URL,/weather,/facebook_pages,182
Blogger to Facebook Business Page,"Create a new blog post and get the Title of your post, the link to your blog and a picture from the post all pushed to your Facebook Business Page",New post labeled,Upload a photo from URL,/blogger,/facebook_pages,9
Share Medium Stories that you publish on a Facebook Page,"If you publish a story on Medium, this Recipe will share the story link on a Facebook Page for you.",Post published by you,Create a link post,/medium,/facebook_pages,135
Post Instagram photos to Facebook Page and Twitter,This Applet post new Instagram photos to your Facebook Page and Twitter as a native Post.,Any new photo by you,Upload a photo from URL,/instagram,/facebook_pages,262
Auto publish a channel new video to a Page // Content Curation Project,The applet take a new video url and author and publish it on a selected facebook page,New public video from subscriptions,Create a link post,/youtube,/facebook_pages,64
Event on Google calendar to Facebook page,Event on Google calendar to Facebook page,Any event starts,Create a link post,/google_calendar,/facebook_pages,276
From Facebook Profile (new photo post) To Facebook Page (Photo + Description),From Facebook Profile (new photo post) To Facebook Page (Photo + Description),New photo post by you,Upload a photo from URL,/facebook,/facebook_pages,38
twitter link to facebook page whith photo post,twitter link to facebook page whith photo post,New link by you,Upload a photo from URL,/twitter,/facebook_pages,132
Auto post to Facebook page when a Google Calendar event is triggered.,"1) Create a Google Calendar. (I called mine ""Facebook posts."") 2) Create calendar entries at the date and time you want something posted to Facebook. Whatever you put in the ""description"" is what will be posted to Facebook. 3) Use this recipe to post when the Calendar event comes due. 
      Create a week (or a month) worth of posts at one time! Your Facebook page is constantly updated but your overall time investment is greatly reduced.",Any event starts,Create a status message,/google_calendar,/facebook_pages,55
Post NAACP news to a Facebook Page,Share the latest NAACP news with followers of your Facebook Page,New post in NAACP News,Create a link post,/naacp,/facebook_pages,2
Post RSS Feed To FacebookPage & Twitter,Post RSS Feed To FacebookPage & Twitter,New feed item,Post a tweet with image,/feed,/twitter,545
